,A,y
328,0.111479264045,75
329,0.144039908586,21
330,0.412720851434,23
331,-1.81915251142,88
332,0.897822782177,57
333,-1.68402614625,14
334,0.747507212857,79
335,-0.806887496424,72
336,1.46542166456,84
337,-0.477688356529,39
338,1.22688158395,97
339,-0.454891797057,17
340,0.806257357739,95
341,-1.44012785636,64
342,-0.954574359102,31
343,2.37861986699,28
344,-0.204847913614,22
345,2.30055275934,65
346,-0.0231968655816,5
347,2.99509080829,90
348,-0.674970792845,41
349,1.76457527258,35
350,1.24483955471,88
351,-0.956397480778,16
352,-0.66677180112,43
353,-0.694299136852,74
354,0.576137803991,52
355,1.39459038906,15
356,-0.733829941741,16
357,-0.118047407581,7
358,-0.95314374328,98
359,-2.02951582141,99
360,0.522677166046,27
361,1.59707521423,41
362,-0.896945890627,66
363,0.409705445516,86
364,0.00997954751512,8
365,-0.677788578045,54
366,-0.148512769611,68
367,0.815198387095,53
368,0.0898933641486,56
369,-0.884543503246,11
370,-0.526330638631,75
371,-0.52331157732,67
372,0.782198432123,64
373,-0.112533775082,22
374,0.833980038276,21
375,-0.841616636704,81
376,0.480370220241,17
377,2.00286806742,11
378,-0.448275358129,91
379,-0.830514315162,39
380,1.28165157605,3
381,1.13510645234,50
382,1.11462476879,66
383,0.923823595705,59
384,0.0314341117951,62
385,-0.0482762651713,42
386,-0.186079647585,76
387,-0.758961150297,96
388,0.647064368852,25
389,-0.494737671267,31
390,1.11064630576,26
391,0.732238415505,65
392,0.518639578281,46
393,0.594703512083,21
394,-0.938566456273,47
395,0.0378615860391,83
396,-0.172147464256,53
397,1.28312052288,53
398,-1.19155167609,17
399,0.0706305362167,12
400,-0.0694563694463,70
401,-1.21924531127,46
402,0.270141305468,91
403,-0.416347457398,64
404,1.87711845071,44
405,1.4707211316,80
406,0.804412785593,90
407,-0.521097877865,6
408,0.0254750080613,63
409,0.0871882260633,49
410,0.930009910181,53
411,-0.594482386755,89
412,0.671947771779,50
413,-2.07876915892,38
414,-0.561402939278,37
415,-0.421479164996,80
416,0.787085837001,85
417,0.682687637272,89
418,-0.0590240906736,98
419,1.80071279469,9
420,0.582291890579,90
421,0.79314640032,1
422,0.64280671374,48
423,0.880321952921,67
424,-0.30570454189,48
425,0.908153419482,97
426,0.454315735366,27
427,0.291869463912,46
428,0.623501860679,64
429,-1.07493052533,39
430,2.37367562043,52
431,1.89713886131,17
432,1.79541982308,21
433,1.88542699544,24
434,0.228970795554,22
435,1.5989128645,93
436,-1.59193530174,83
437,-1.27844650736,9
438,0.845035751128,20
439,0.799068419733,98
440,-1.35756650635,97
441,0.398973682535,13
442,-0.231441716834,78
443,-0.383528474598,97
444,0.943627111847,12
445,1.01788105266,24
446,-1.03148939847,84
447,0.248426044984,47
448,-1.32267625676,64
449,-0.810825697913,92
450,1.92625613487,33
451,-0.876879489453,87
452,2.34766245872,4
453,-0.900202617495,93
454,-0.229393104483,95
455,1.8402780474,76
456,-0.466750826279,44
457,-0.145677660722,58
458,-0.111627524743,17
459,1.46337188253,5
460,0.658071197547,62
461,-0.603810884586,6
462,0.736313799807,89
463,-1.01623532326,20
464,-2.11946958679,41
465,-0.0503227875626,7
466,-1.65991257626,46
467,0.26899757771,17
468,-0.148985929511,62
469,-0.747798577269,90
470,-0.799703545095,85
471,0.890607684254,67
472,0.342732650092,46
473,0.139399521909,68
474,1.60728477605,41
475,-0.150915474951,57
476,-0.480724619265,77
477,1.4575874025,1
478,-0.856594333406,30
479,0.588291341899,62
480,0.94575303461,90
481,-0.499385892148,6
482,-0.698250925016,54
483,-0.879930799057,79
484,0.380665614185,84
485,0.268639095294,47
486,-1.1986059033,86
487,0.522268225664,1
488,0.228836557368,15
489,0.906552766314,88
490,-1.09587219594,61
491,-0.758042569597,83
492,0.435327774996,87
493,0.053101361271,91
494,-0.221106527625,77
495,0.0915329301455,47
496,0.596651679247,82
497,0.158383427321,28
498,0.308292321516,8
499,-0.996522932406,49
500,0.850931492503,54
501,0.953444809559,94
502,2.01727227366,54
503,0.0601657060023,74
504,-0.184210655256,5
505,0.733474414485,22
506,0.581279950219,53
507,1.9745008649,96
508,1.06429472619,92
509,-0.764598055238,28
510,1.65923952123,45
511,-0.223592004885,99
512,1.00316744823,7
513,-1.87621892456,93
514,-1.78256062201,83
515,-0.360222210026,3
516,-0.0725525269557,76
517,1.57092618489,96
518,-3.66203768304,2
519,0.520528761333,68
520,-0.742573798127,98
521,0.35835668994,14
522,-0.0391812942214,4
524,0.72865077356,88
525,-0.393441750048,74
526,1.94188424764,93
527,1.5831829711,77
528,0.731986161839,55
529,0.630358856986,79
530,0.495531320713,26
531,-0.503470527632,77
532,0.310881574914,76
533,2.91126668499,94
534,1.26858145176,33
535,-0.484628180379,35
536,0.466977566748,38
537,0.807077665538,10
538,-1.9095474872,61
539,0.00870352303099,15
540,-0.487790755545,75
541,-0.941060835579,90
542,0.0610837825238,48
543,0.529774137432,43
544,-2.71727260973,23
545,-0.333236126348,93
546,-0.35010633034,51
547,1.16835597051,11
548,-0.643175751992,92
549,-1.25644093482,24
550,-0.0949714332995,63
551,0.0880655292664,74
552,0.0285677299253,63
553,-1.17381210257,74
554,-0.308845309933,61
555,0.0474585673266,60
556,-1.31158664439,48
557,0.132539026944,65
558,1.48064617743,69
559,-0.575574471728,15
560,0.79177343882,32
561,0.999833284805,79
562,-0.723476521225,84
563,-0.6255263009,83
564,-1.38238290672,89
565,0.690954814071,22
566,0.0424495929987,79
567,0.842259591061,15
568,-0.444350215424,6
569,0.398614324918,87
570,2.10333583922,81
571,0.821046820282,89
572,-0.133401448699,66
573,-0.211664629568,65
574,0.40738673546,72
575,-0.0551907503177,17
576,-0.874854295881,95
577,0.0612646927863,78
578,-0.341181393938,29
579,0.837265488048,88
580,-1.19841511352,33
581,-0.977790632487,19
582,-1.98256581984,38
583,0.413685496773,4
584,-0.840507926212,4
585,-1.01547219204,19
586,-2.95624718972,77
587,-0.890921554376,90
588,1.53968233062,2
589,1.88072932209,95
590,-0.926360539497,47
591,0.49527865936,13
592,-0.0474660590355,95
593,-2.10383859482,24
594,-0.936400657681,37
595,1.25615933833,98
596,-0.350819146361,9
597,-0.902819953975,32
598,-0.419242856629,45
599,-2.2592792647,16
600,-3.08135242176,46
601,-0.353949279508,62
602,0.501141223031,45
603,1.5318847045,66
604,0.0807472676547,70
605,1.50294405662,76
606,-0.744800758285,50
607,-0.50400482018,14
608,0.554615066937,91
609,0.414898647505,4
610,0.418197142967,99
611,1.25607638407,3
612,0.91162190661,7
613,-0.717475963167,13
614,-0.578169183084,29
615,0.705191699964,56
616,-1.38942330747,33
617,-0.259074666394,13
618,1.03728089762,78
619,-1.15834985507,63
620,-1.46627608781,52
621,-0.757251519595,62
622,0.0488890771616,69
623,0.917191617092,74
624,0.319275101707,58
625,-0.258606704355,69
626,-0.459117292104,9
627,1.3506752732,93
628,1.83279643088,19
629,0.382028605171,27
630,-0.92916838697,69
631,-0.620320774929,50
632,1.13641601272,18
633,-0.912835925369,78
634,-0.213569876158,46
635,0.559400534546,81
636,1.35599553101,9
637,-0.274890606071,8
638,0.337540424985,21
639,0.584091545328,26
640,-0.594451877527,8
641,-1.52732302441,58
642,2.0668273259,49
643,-0.953569889192,22
644,1.01568539858,40
645,1.19206061394,92
646,0.138942236182,64
647,0.4858649609,25
648,0.531744127501,92
649,-0.940123277553,29
650,0.781409713557,17
651,0.547581576536,44
652,-1.06712711771,33
653,-1.08474647373,50
654,-0.661593655156,57
655,1.46216219203,81
656,0.944937963697,34
657,1.36368472126,46
658,0.85902710548,19
659,0.468786459828,16
660,-1.72329456985,65
661,-0.622945949551,30
662,-0.312359073552,2
663,-0.142664408979,31
664,0.180840651963,30
665,1.97029803898,21
666,-0.251939063599,92
667,-0.621601680589,41
668,0.906980273207,50
669,-0.304467531099,32
670,1.30564632653,61
671,0.146458283077,54
672,0.621483377425,79
673,0.0777117797047,75
674,-0.29214845288,25
675,0.148632593655,18
676,-1.24201113513,27
677,-0.64915900503,49
678,-1.98634862994,50
679,-0.106128506046,22
680,-0.430666827705,52
682,-0.480850639951,31
683,0.442625348684,83
684,0.729262423801,89
685,-0.00866131097575,76
686,-0.948573715036,52
687,-0.847480277342,83
688,0.605021300612,74
689,1.66143329421,47
690,0.377007051638,8
691,-0.875732257791,82
692,1.57510663281,43
693,-0.319241949745,83
694,1.52183378877,25
695,-0.783231282125,24
696,0.802587609913,20
697,0.685474298482,94
698,0.933087502981,52
699,-0.957184943655,75
700,0.292299903589,90
701,1.31990195652,38
702,0.785232939218,96
703,-1.38628135605,53
704,1.50294745734,73
705,0.417829744687,92
706,-1.7757978894,30
707,-0.538280095978,92
708,0.530148339153,55
709,0.917183845973,87
710,-0.606709441357,46
711,-0.449390678509,38
712,2.11491483223,16
713,0.370983691588,23
715,-0.474057541234,68
716,0.253249839713,83
717,-0.401720117545,74
718,1.36435072462,26
719,-1.50951027302,9
720,-0.0828590787259,74
721,-0.276342689015,66
722,0.0664615974365,13
723,1.02309705142,77
724,1.17906364396,41
725,0.155126335523,9
726,-1.03521240858,25
727,-1.9953466354,67
728,0.750430331751,47
729,0.134209632875,85
730,-0.666763077523,66
731,0.0295819069705,9
732,2.68133073202,68
733,0.00117585896044,31
734,-1.41785584955,70
735,-0.236557376305,14
736,1.18160310352,2
737,-0.723855617053,82
738,1.17772966993,1
739,0.023082919733,36
740,-0.816187051465,72
741,-0.344348679874,65
742,-1.8068605484,1
743,0.639087142509,23
744,1.12095465585,64
745,-1.60755979477,14
746,1.72815450961,20
747,-0.959551495808,23
748,-0.515111088806,69
749,-0.265187195949,34
750,-0.479286976947,21
751,-1.010452159,47
752,-0.959889850255,36
753,0.340404081241,32
754,1.04164240131,69
755,0.479271018959,6
756,-0.417832735066,44
757,-1.30481034988,24
758,-0.270977190615,93
759,-0.753315772587,40
760,-0.962814881609,79
761,-0.0539467419194,82
762,-0.667952369281,18
763,-1.4913949985,20
764,0.407217730645,2
765,-0.0164520884878,5
766,1.73698806742,93
767,1.67732012054,86
768,0.601181743584,22
769,0.0674995880922,26
770,1.85532696332,76
771,1.30047375692,99
772,-0.214237760359,46
773,-1.56457609345,52
774,-0.149400177897,17
775,-0.677322834128,96
776,0.198190492515,87
777,-0.456381829508,71
778,0.464058457152,2
779,-0.25927241008,88
780,0.77782953477,2
781,-1.26017241319,67
782,-1.08284772096,44
783,0.403748522082,31
784,0.166599476093,19
785,-1.58575747064,65
786,-0.458037196552,21
787,0.694567645261,91
788,-0.73131493929,20
789,-0.903767641432,42
790,-0.88108698168,62
791,0.0787313410656,79
792,-1.58412091892,50
793,0.30013041951,12
794,0.303719954481,75
795,-2.20620942988,2
796,1.27602637954,2
797,-0.283270118723,72
798,-2.28469731957,59
799,0.330273406298,35
800,1.47159725066,77
801,0.115293877484,41
802,1.69829774187,23
803,1.38165773522,69
804,1.75147723882,27
805,-0.319405548466,60
806,1.3401771517,61
807,0.205421901359,14
808,-1.54058524395,14
809,-0.259061390532,45
810,-0.815584487522,17
811,2.13098536016,49
812,2.13812761803,82
813,-0.407360795511,85
814,-0.701096746518,50
815,-0.541385683928,58
816,2.00962793374,64
817,0.359999748742,93
818,1.42589781419,92
819,-0.374468077455,27
820,-0.269789750854,86
821,0.0223053061959,92
822,-0.883030265992,1
823,0.413224918533,86
824,-0.445455174714,43
825,-0.0784650476808,9
826,0.722783059338,1
827,-0.792043922946,81
828,-1.9369970968,64
829,0.220470409672,21
830,-1.05207288106,94
831,-1.00705306188,33
832,1.78552316969,25
833,-0.234131338907,78
834,-1.17225844313,56
835,-2.72602610403,35
836,-0.991781139873,39
837,0.736006548919,30
838,0.972155187669,30
839,0.184852794057,62
840,-1.41374914296,64
841,0.135672707435,13
842,0.595749688077,21
843,-0.263122070078,97
844,1.50204631272,30
845,0.969438135691,96
846,-0.345371941918,15
847,-0.244181935233,9
848,-1.24396245054,23
849,-0.185029123186,31
850,-0.220477844344,97
851,-1.0008421232,50
852,0.232671714501,10
853,-1.28346598237,15
855,-2.32374161865,82
856,0.542376541991,20
857,-0.33198937916,2
858,1.95494833883,69
859,-0.154790654974,16
860,0.773373140627,66
861,0.27443921945,18
862,0.636424684556,1
863,-0.525625756352,39
864,1.25667530159,63
865,0.723772883913,36
866,-0.00954646417808,92
867,0.0297146088428,32
868,0.893082668756,15
869,-0.421424477258,68
870,2.05793706155,7
871,-1.64938142403,28
872,-0.063293884724,19
873,-0.46688396359,37
874,0.247185296742,31
875,0.744437747512,40
877,-1.61066568054,48
878,0.476935321044,72
879,0.745223158753,10
880,0.203622336353,8
881,1.12973448543,31
882,-0.272162357284,48
883,-1.44314700883,61
884,0.731626883535,82
885,0.077585475727,61
886,0.686600609116,37
887,0.346021630898,56
888,0.498985773338,84
889,0.613067346801,38
890,0.661858577493,67
891,0.617994561516,1
892,1.80231232978,90
893,-0.639221256026,82
894,0.071826764999,6
895,-0.635094004061,64
896,0.251726728225,99
897,-0.0516591396599,22
898,-1.07981887783,37
899,0.0186394312016,93
900,-0.59002348426,41
901,0.0898022957479,22
902,-0.435933799255,91
903,-0.315563316608,17
904,-1.17581325876,65
905,-0.7813405892,79
906,1.24003610689,62
907,1.2098379587,27
908,-0.248722207214,5
909,1.10273139006,96
910,-1.57830626388,27
911,0.397737184224,1
912,0.646692368655,24
913,-0.0651729431839,38
914,0.879213940643,38
915,-0.298429521889,78
916,-0.318827743041,35
917,1.03599693108,53
918,1.18406366181,38
919,1.98967911831,76
920,1.58628032381,35
921,0.126313379673,27
922,-1.48955386358,66
923,1.13134669766,62
924,0.350499817316,45
925,-0.994875859269,32
926,1.05380474299,2
927,0.180550059133,2
928,-1.16631913522,68
929,-1.56799581136,32
930,-0.847120747776,2
931,-0.27736152535,67
932,-1.22277295928,47
933,-0.214312162409,13
934,0.211422337492,79
935,0.811812297697,80
936,0.0922218512004,71
937,-0.0368646919395,19
938,-0.037931788444,96
939,-1.59276614065,4
940,-0.00773683039029,71
941,0.489497946637,93
942,0.0980884956318,76
943,-0.695014282116,45
944,-1.79431434269,31
945,0.857168373016,74
946,0.957823605317,50
947,0.115529718706,57
948,-0.446037336496,42
949,-0.112308805408,60
950,-0.146607105768,61
951,-1.87653668748,99
952,0.180926341019,41
953,0.430153483504,30
954,0.656024056011,82
955,-0.145403472474,89
956,-0.00177127186447,35
957,-0.0537140543251,96
958,-0.0610973741785,2
959,-0.148189843709,71
960,-0.476113126445,37
961,0.513930904076,45
962,-2.07755017104,52
963,-0.0708233775546,83
964,0.256872924868,6
965,1.44732229452,53
966,0.0266896225702,69
967,0.0953584315055,23
968,0.810139662328,59
969,0.898947771063,49
970,0.345210122794,45
971,-0.272970006014,70
972,0.490767930625,88
973,-0.531990233015,31
974,1.48603955124,5
975,1.3353029025,87
976,0.223989204241,10
977,-1.05813780461,47
978,-0.611276370476,55
979,0.367519892707,30
980,-0.935889568019,38
981,1.20102131175,10
982,0.0641117936309,48
983,0.108364581842,13
984,-0.941909806682,80
985,0.196813675757,77
986,0.593739976134,63
987,0.826911478876,98
988,-0.0540316665689,7
989,0.914606324886,84
990,-1.88499529884,14
991,2.70466857636,54
992,-0.138913564576,34
993,1.53463752293,50
994,-0.335776267915,29
995,-0.202123982331,56
996,0.326145641929,37
997,-0.833212487192,3
998,2.29050109853,95
999,-0.902536632753,26
1000,1.86514267844,6
1001,1.25509855572,37
1002,-0.680388030191,44
1003,-0.156370762301,97
1004,0.30808475985,1
1005,0.225489740559,92
1006,-0.67761127102,24
1007,-1.18756263594,36
1008,-1.44610372841,30
1009,-0.616110382344,34
1011,0.14519373741,82
1012,0.0223282153459,1
1013,1.27770498947,32
1014,1.55656038344,17
1015,1.11045337538,25
1016,0.565493204078,13
1017,0.884474307605,54
1018,0.738064745505,74
1019,0.258416050409,21
1020,-1.12146097569,60
1021,0.155091274159,7
1022,-0.912119181555,62
1023,0.373434328977,98
1024,-1.93559711266,15
1025,-0.11494012839,95
1026,0.53716399534,86
1027,-0.609590915395,41
1028,0.356308718759,45
1029,-1.1687738174,62
1030,0.012943329963,61
1031,0.991902534747,53
1032,-1.77231627134,42
1033,-0.690428293952,35
1034,0.655877045117,27
1035,-1.91447875363,42
1036,-0.988156549343,30
1037,0.781210302793,63
1038,0.0683488913418,22
1039,-0.587173802026,32
1040,0.0309347007728,42
1041,1.38934780856,16
1042,-1.49558622596,42
1043,-0.412445718456,36
1044,0.131814903591,25
1045,-1.38142213654,27
1046,-0.204708457708,56
1047,0.502170005571,15
1048,0.843166050818,34
1049,-1.77563784945,72
1050,-0.808794131837,98
1051,0.235204229451,20
1052,-0.158969225664,71
1053,0.510165755299,2
1054,-0.399627573337,71
1055,1.17177659487,80
1056,0.819029189467,55
1057,0.514207234885,23
1058,-2.1881042212,62
1059,-2.95971659943,60
1060,-0.482512860484,88
1061,0.234573876038,90
1062,1.82489762841,26
1063,0.957565100892,81
1064,0.175690145087,57
1065,-0.712377754073,65
1066,-0.477014196566,20
1067,-0.288926217008,16
1068,0.845717436648,2
1069,-1.0802872818,76
1070,-0.00982270576882,26
1071,0.509589604427,36
1072,0.514015793856,75
1073,2.32491254301,46
1074,0.873337541863,59
1075,0.401041485596,32
1076,0.596671536389,87
1077,-0.473253537781,48
1078,-1.16405334235,62
1079,1.14071344926,8
1080,-0.0870309116791,3
1081,0.67280527316,82
1082,-2.8917010319,44
1083,0.280925264038,82
1084,-1.29047134937,75
1085,-0.986777206562,73
1086,1.64359436706,56
1087,-1.38570171222,48
1088,-0.48426569636,75
1089,-0.692304726177,10
1090,-0.715413339558,18
1091,1.72567019238,32
1092,0.29994077271,49
1093,-0.620741831607,66
1094,0.00258381584965,5
1095,-0.0814227673326,60
1096,1.52597570373,80
1097,0.302997116029,38
1098,-0.819309412668,41
1099,0.967910706397,92
1100,-0.606723057262,17
1101,0.325250599348,46
1102,0.405705990969,29
1103,-0.235554185555,43
1104,0.485939424857,50
1105,-1.08539796223,90
1106,0.976592742076,99
1107,0.285728198736,22
1108,-0.304039666152,77
1109,-0.594902088258,18
1110,0.668748068203,2
1111,0.95747878207,12
1112,1.06893239015,92
1113,0.177238956492,83
1114,-0.207404119197,12
1115,-0.152965107672,51
1116,-0.103436878581,19
1117,0.489054556563,48
1118,-2.14310639124,93
1119,0.0625286546984,68
1120,1.80047143021,32
1121,0.371412312781,36
1122,-0.643938595531,75
1123,-0.535736232884,8
1124,-1.1817731931,93
1125,1.44390081947,60
1126,1.85889515582,5
1127,1.16344304194,75
1128,0.94083324136,59
1129,-0.657206965475,46
1130,1.94790386188,52
1131,0.159090485486,94
1132,0.678794088096,89
1133,-1.71220532887,78
1134,-0.881060158584,74
1135,0.147353898623,5
1136,-1.10263465848,34
1137,0.498631106905,28
1138,-0.0336930335379,4
1139,-2.33586009736,73
1140,0.571533009254,6
1141,1.48836681336,32
1142,-1.03992707121,95
1143,0.479734396885,11
1144,-0.402875074738,28
1145,2.03499395958,15
1146,0.142276156411,2
1147,-0.880999212124,38
1148,0.600824611797,34
1149,0.479390286831,85
1150,-0.361084878698,16
1151,0.568349040753,50
1152,0.531659426214,55
1153,0.382021875761,79
1154,-0.625124491184,35
1155,1.50708373392,93
1156,-0.235032484283,61
1157,0.851101004936,27
1158,-0.345432220275,21
1159,0.826587854473,66
1160,-1.12973858956,55
1161,0.559153262732,31
1162,-0.924894023528,9
1163,0.523156914415,63
1164,-0.52886833883,51
1165,-0.394049483123,12
1166,1.14920134495,96
1167,0.64155215048,89
1168,0.0296852538624,63
1169,-0.961404958312,89
1170,1.93578651974,29
1171,-0.129274595402,49
1172,0.579008244463,67
1173,-0.944308118822,51
1174,0.0227881030737,36
1175,1.32947720285,19
1176,0.105910261557,68
1177,-1.05802131511,47
1178,-0.277834071032,97
1179,-0.082564274556,99
1180,0.687841015654,17
1181,-1.94620043925,8
1182,-2.4407654937,76
1183,0.110107717784,39
1184,-0.665778854175,65
1185,0.39819888823,62
1186,1.05490420683,79
1187,0.558888663977,66
1188,-0.911923296186,86
1189,0.0921416395806,73
1190,1.90949102594,6
1191,-1.90615291983,47
1192,-1.36659189583,91
1193,-0.00338960125157,10
1194,-1.12828862684,27
1195,-0.828044715977,3
1196,-1.55239094062,16
1197,1.11388155302,25
1198,1.61442166016,2
1199,-0.125609333657,42
